Timestamp,Status,WellHeadPressure,TubingPressure,FlowRate,WellHeadTemperature,AnomalyType
2023-01-02 03:00:00,1.0,2485.350605193606,1999.035594422572,495.1192458885201,159.10686813981795,
2023-01-02 04:00:00,1.0,2489.0871518465415,1998.9892693295824,502.59824139302106,159.49782540021252,
2023-01-02 05:00:00,1.0,2471.603909940585,2002.186580758993,500.39813579378796,,
2023-01-02 06:00:00,1.0,2495.6935652492175,1990.0672843073994,498.33565676122555,159.89838516947938,
2023-01-02 07:00:00,1.0,2499.6146992394943,1998.3234738012395,497.1894550918602,160.29975217114284,
2023-01-02 08:00:00,1.0,2492.3914936964907,1998.378176383381,499.69857305056377,160.50250850599414,
2023-01-02 09:00:00,1.0,2514.620820069872,2002.8472105195,498.158360559016,159.53905824659614,
2023-01-02 10:00:00,1.0,2498.306476946065,1992.5486716391545,503.83271225866577,160.08866466722557,
2023-01-02 11:00:00,1.0,2524.046565639141,2010.5955477616424,500.7763526827706,159.33306191624058,
2023-01-02 12:00:00,1.0,2505.7535499542664,1995.2794855778525,500.9082696726748,159.34044683219864,
2023-01-02 13:00:00,1.0,2497.5766510535113,2002.8304662282696,502.2222576711686,159.88503003424069,
2023-01-02 14:00:00,,2501.089514044427,1990.6013910712013,500.60591763550565,159.55226575648967,
2023-01-02 15:00:00,1.0,2494.4350088826964,2003.8887491228622,498.4700300909047,158.93064692452225,
2023-01-02 16:00:00,1.0,2493.6084185242726,2003.8419990910854,497.98575144098174,160.595032221391,
2023-01-02 17:00:00,1.0,2506.039128504419,1996.5418216243688,497.6510973220328,160.08464205263758,
2023-01-02 18:00:00,1.0,2509.9112725501773,1997.939184008576,503.2674038870808,160.33401687673467,
2023-01-02 19:00:00,1.0,2495.886580725275,1994.6730457663227,491.48601137747124,159.53343850554444,
2023-01-02 20:00:00,1.0,2512.546024136797,2003.055349429852,500.1286104876949,160.3589942787211,
2023-01-02 21:00:00,1.0,2470.949124077715,2000.7361702656988,497.81393266872186,159.66445737330307,
2023-01-02 22:00:00,1.0,2495.0576719054325,2003.432618125961,501.4144185366521,159.49899103672053,
2023-01-02 23:00:00,1.0,2519.3811609493905,1996.1071337815424,505.14862141307265,159.68085086973792,
2023-01-03 00:00:00,1.0,2501.7846276391974,1993.8005308570785,501.8679144525657,160.04031829423977,
2023-01-03 01:00:00,1.0,2500.3328702194844,1994.2355427803916,506.4686443576913,159.21281936921537,
2023-01-03 02:00:00,1.0,2484.5873797056784,1999.8262545272967,498.37192564042465,159.81047543977715,
2023-01-03 03:00:00,,2505.8024317727213,1995.6563647953285,498.556452742734,160.6007740105131,
2023-01-03 04:00:00,1.0,2505.267234769295,2000.4965243273,499.324958255234,159.5489951970189,
2023-01-03 05:00:00,1.0,2494.781665400416,1993.856262992908,501.2578688248938,161.5304274371675,
2023-01-03 06:00:00,1.0,2509.3394588680103,2000.028714698611,493.1859363463436,159.67204169855083,
2023-01-03 07:00:00,1.0,2500.2595707632768,1997.276381465011,499.98258025186794,159.64476996977564,
2023-01-03 08:00:00,1.0,2486.7176109795087,1992.1813205472565,499.7076417599618,161.04826218576423,
2023-01-03 09:00:00,1.0,2492.608206748474,2005.0001120405066,498.05648506758655,159.5751316745848,
2023-01-03 10:00:00,1.0,2500.687854300378,2000.2658200220815,497.7154912733047,159.10787105930706,
2023-01-03 11:00:00,1.0,2511.061861808402,2000.8162360116355,497.9128520744347,160.9583100802381,
2023-01-03 12:00:00,1.0,2491.0905778126094,2001.8180350269274,496.57389045143185,159.07358374667157,
2023-01-03 13:00:00,1.0,2492.1622481235745,1995.430925985755,498.0940064376675,159.9212882020842,
2023-01-03 14:00:00,1.0,2503.8115210204855,2007.8229269760998,503.86211625043904,160.4425939336216,
2023-01-03 15:00:00,1.0,2505.0133855622284,1998.116456131177,495.5481259098617,159.75639916226842,
2023-01-03 16:00:00,1.0,2502.4186095334803,1996.0405307032227,495.45884951079495,160.41515524668338,
2023-01-03 17:00:00,1.0,2502.403884847613,1996.286166192127,503.9804024023496,160.0443736971142,
2023-01-03 18:00:00,1.0,2503.120218523568,2001.7197575448488,500.7326779975179,159.8882540065339,
2023-01-03 19:00:00,1.0,2502.3262838247597,1993.6303631991,502.6675842272141,159.9814897434338,
2023-01-03 20:00:00,1.0,2496.1091196389725,1999.1223687511574,495.92509941992716,159.58791017511086,
2023-01-03 21:00:00,1.0,2500.408389604488,2000.484791546399,497.4731999957892,160.1213155567988,
2023-01-03 22:00:00,1.0,2503.1129553367755,2017.645927661435,499.28723173474316,160.33506282476336,
2023-01-03 23:00:00,1.0,2506.143346725996,2003.8984244653807,497.5159607309869,159.8214417957751,
2023-01-04 00:00:00,1.0,2487.2875683259094,2000.0342658775505,501.27648273135463,160.28118521228947,
2023-01-04 01:00:00,1.0,2502.3182926783848,2001.0994348113977,503.2360742967948,160.41098718723416,
2023-01-04 02:00:00,1.0,2492.8675541306297,1996.066568158026,499.86442840965896,159.96824576297223,
2023-01-04 03:00:00,1.0,2497.854856570586,2000.0077935220531,500.0785085834976,159.79863914672808,
2023-01-04 04:00:00,1.0,2492.6686707765994,2008.1647911203572,500.15730868729383,160.14992537852333,
2023-01-04 05:00:00,1.0,2512.17375651146,1997.5968913297568,498.3715253943561,159.9674223644953,
2023-01-04 06:00:00,1.0,2507.2124127638544,,499.83596074428664,159.94770449557043,
2023-01-04 07:00:00,1.0,2507.3624208902907,2006.8471646129076,501.2239177104971,160.0278965350821,
2023-01-04 08:00:00,1.0,2503.8131412531147,1997.4362955151894,500.8848885422316,159.97166049464047,
2023-01-04 09:00:00,1.0,2495.878391663041,1986.4665779435638,498.19161220897075,160.73531026287966,
2023-01-04 10:00:00,1.0,2487.9805283588857,1998.0697201654605,501.6866201203393,159.15196737639803,
2023-01-04 11:00:00,1.0,2496.5580831437974,1994.113277330617,499.56005600338483,160.40976489805092,
2023-01-04 12:00:00,1.0,2485.656114719634,1994.1868121520238,497.309890809329,160.43828641945703,
2023-01-04 13:00:00,1.0,2511.429854953001,1998.0415386091993,499.6455145817958,160.2952733884812,
2023-01-04 14:00:00,1.0,2500.5900888753013,1993.333801689562,499.62709905740485,160.80012295070816,
2023-01-04 15:00:00,1.0,,1993.4714297447047,500.7745254875343,159.26583100634954,
2023-01-04 16:00:00,1.0,2480.547758942914,2001.6705819486572,496.94685181365213,159.7024743768562,
2023-01-04 17:00:00,1.0,2512.40416997007,2013.0718309795618,495.5128600568404,159.88991819870932,
2023-01-04 18:00:00,1.0,2497.4026456708116,1994.3379976380315,500.4922738251107,159.18579314981775,
2023-01-04 19:00:00,1.0,2488.8798657713855,2000.6810122899533,498.5951422926508,159.9448778370419,
2023-01-04 20:00:00,1.0,2504.214224074949,2000.793301873557,499.7014916625534,160.3797699116002,
2023-01-04 21:00:00,1.0,2503.4596933762664,2000.7053573554235,498.8283819845295,159.39236927271637,
2023-01-04 22:00:00,1.0,2501.6340287079847,1995.0738834254012,498.38192079098843,159.31145231454568,
2023-01-04 23:00:00,1.0,2521.1437832265824,2001.8159378848652,,158.1941449463905,
2023-01-05 00:00:00,1.0,2514.9023440915034,2003.7023490479698,502.34220472261023,160.5607928471694,
2023-01-05 01:00:00,1.0,2507.8824883169927,1998.2022051424428,493.92387107327613,160.19644863771694,
2023-01-05 02:00:00,1.0,2494.606826745306,1999.4404696822296,503.42421387248606,160.26322642983965,
2023-01-05 03:00:00,1.0,2493.832971202119,1999.2288908892835,502.1683770574677,160.3826618057271,
2023-01-05 04:00:00,1.0,2486.704339286164,1995.0640488500978,495.4928431865277,161.15402762040932,
2023-01-05 05:00:00,1.0,2493.9313670314,2002.6905450060156,496.45477941672647,159.06723685340882,
2023-01-05 06:00:00,1.0,2509.1850593655186,2000.1971146642948,501.88465748038493,159.3272115329226,
2023-01-05 07:00:00,1.0,2488.5645533348784,1996.3115620493159,498.5274086338765,159.57561975208202,
2023-01-05 08:00:00,1.0,2501.7721654108223,1999.6732525667778,496.23858841966205,159.25172000281427,
2023-01-05 09:00:00,1.0,2480.873637655152,1999.0556474562165,497.9029767790234,159.333977001903,
2023-01-05 10:00:00,1.0,2494.778001934406,2006.000521479619,495.13603707752145,160.19590330545455,
2023-01-05 11:00:00,1.0,2497.1487263354093,1993.30111044649,504.21749854880517,160.01525624543135,
2023-01-05 12:00:00,1.0,2490.6295305158105,1997.6917363028406,501.86418927391276,159.88389009877366,
2023-01-05 13:00:00,1.0,2496.476393423997,2002.1593637633446,499.61861501934897,160.34337315505985,
2023-01-05 14:00:00,1.0,2499.327849032833,1989.431884998398,501.80840098865235,160.60348603296922,
2023-01-05 15:00:00,1.0,2497.3152348775047,2003.0749682682263,499.56044325546486,160.5875224110854,
2023-01-05 16:00:00,1.0,2494.6860301744905,2003.338234303552,500.00036440225307,158.8874190396413,
2023-01-05 17:00:00,1.0,2495.7713566700036,1998.890561218901,501.08056773719164,160.51030228119905,
2023-01-05 18:00:00,1.0,2491.467287130947,2002.814736857667,496.5948580547092,159.15729898636417,
2023-01-05 19:00:00,1.0,2486.962461284437,1999.5475170188965,496.9990224094615,159.814325070471,
2023-01-05 20:00:00,1.0,2481.2887062631694,2004.7825189781024,497.7767293983302,159.94760681969996,
2023-01-05 21:00:00,1.0,2511.774783591404,2001.8096387749372,500.07534946227184,,
2023-01-05 22:00:00,1.0,2514.2235294493557,,499.1631992820136,159.05187820385555,
2023-01-05 23:00:00,1.0,2502.2608539300463,1993.904635711232,502.53025231524265,160.260936478534,
2023-01-06 00:00:00,1.0,2507.2777592175808,1996.5370043800376,502.3007615436135,159.5422982062284,
2023-01-06 01:00:00,1.0,2489.6264295947526,2006.3348534530262,501.718325654606,159.38409907110812,
2023-01-06 02:00:00,1.0,2516.606587366821,1992.7130877643608,502.83803817367334,159.26494045231428,
2023-01-06 03:00:00,1.0,2504.6545064783218,1999.1309916185053,501.59938272154625,159.60418019848197,
2023-01-06 04:00:00,1.0,2502.045350981248,1999.9012293758367,496.18984780828197,159.96226034269375,
2023-01-06 05:00:00,1.0,2499.705111450523,2004.3117427045077,499.37196138737977,159.45391132949493,
2023-01-06 06:00:00,1.0,2481.958839927655,1996.0803279539266,501.27709591092565,160.7605208669341,
2023-01-06 07:00:00,1.0,2512.5346882183185,1999.4255809233418,495.9643044591573,160.56092962749943,
2023-01-06 08:00:00,1.0,2510.706731860911,1999.0925501929967,498.8623742569068,159.496509986245,
2023-01-06 09:00:00,1.0,2504.480649028347,2001.9874452471113,498.4742318246661,160.08070063489492,
2023-01-06 10:00:00,1.0,2496.4454788104727,2001.4621893995409,501.81885122264686,159.92198003339323,
2023-01-06 11:00:00,1.0,2493.2454237140673,2003.6260436982307,500.60943266105994,160.7746698154528,
2023-01-06 12:00:00,1.0,2482.5041926268245,1999.6519093444333,498.20295654577745,160.26810253085605,
2023-01-06 13:00:00,1.0,2507.489158147965,1997.6994321429631,497.96086078957853,160.51837540851483,
2023-01-06 14:00:00,1.0,2487.454085593432,1999.8553347859315,499.30910874473284,160.2027965800578,
2023-01-06 15:00:00,1.0,2498.741203756656,1999.5905365800343,498.59628560829725,160.09118112754825,
2023-01-06 16:00:00,1.0,2499.024811939412,2012.8769984906883,495.57722019200537,160.76823714939255,
2023-01-06 17:00:00,1.0,2499.413134657368,1982.3513535273146,502.10315080596996,160.84990521016238,
2023-01-06 18:00:00,1.0,2501.280270344282,1989.4136272293626,499.5298263648792,160.09966192773334,
2023-01-06 19:00:00,1.0,2509.0095433243987,1994.1963911174332,502.5804008622697,159.89671062085668,
2023-01-06 20:00:00,1.0,2508.5793193052073,1998.8502365703541,498.81512609389574,160.07822327470313,
2023-01-06 21:00:00,1.0,2486.0050912746697,2000.0204614557892,498.81937530410266,159.90294543729132,
2023-01-06 22:00:00,1.0,2491.2022567390436,1999.1693514439755,499.75022209430546,159.99142163320425,
2023-01-06 23:00:00,1.0,2473.049528166715,1984.6036405632854,500.13867669030356,159.44438483479024,
2023-01-07 00:00:00,1.0,2495.6118469389726,2007.791640324659,499.6601803159746,158.820576447659,
2023-01-07 01:00:00,1.0,2486.2951114308676,2002.2463881027945,497.72638797958575,159.33068726164245,
2023-01-07 02:00:00,1.0,2498.5456198218035,2001.1310555776936,504.9839694135464,160.9568125122117,
2023-01-07 03:00:00,1.0,2498.999237547463,1997.2037806991998,495.5604128777064,159.61967638978504,
2023-01-07 04:00:00,1.0,2500.932778772922,1993.9793987546818,499.3371177865963,159.67966257020507,
2023-01-07 05:00:00,1.0,,2000.075182991925,497.50154394108586,159.69390663873105,
2023-01-07 06:00:00,1.0,2504.244630922755,2000.7053007747609,498.9164049074941,160.12590697562626,
2023-01-07 07:00:00,1.0,2487.8831986489913,2009.3190727086978,500.7856370495321,160.47414047270897,
2023-01-07 08:00:00,1.0,2508.318331106031,2001.033952575571,498.57815758842565,160.4067451689735,
2023-01-07 09:00:00,1.0,2502.956472391494,1997.3824208435663,502.0275631360914,160.53173066383928,
2023-01-07 10:00:00,1.0,2493.1111171150674,2004.9901242781407,499.04070991711467,160.1713806520887,
2023-01-07 11:00:00,1.0,2510.6140460306983,2005.5964602046265,498.43932263658536,159.98395585648896,
2023-01-07 12:00:00,1.0,2497.4967693063422,2005.1565251842978,496.74117204173774,159.88608540912446,
2023-01-07 13:00:00,1.0,2494.3663199739776,2001.9361752644772,499.90031504950935,159.16243403844388,
2023-01-07 14:00:00,1.0,2500.049941768754,1999.5287116374175,499.0394064069134,160.15191782241035,
2023-01-07 15:00:00,1.0,2497.6848067930014,1998.5564381869528,498.7568410452179,160.135747654178,
2023-01-07 16:00:00,1.0,2508.5035872760686,1999.4048891439932,497.19959926876265,160.4928266558849,
2023-01-07 17:00:00,1.0,2509.2305921045513,1997.7955605201357,500.7742920519159,160.10014823831042,
2023-01-07 18:00:00,1.0,,2000.0134168669958,502.29298912801784,160.9165301471203,
2023-01-07 19:00:00,1.0,2498.059143686905,2001.175825232094,499.9596632709606,160.03196286283315,
2023-01-07 20:00:00,1.0,2507.8223300738164,2000.6862655492055,496.78850767254204,159.52190369706403,
2023-01-07 21:00:00,1.0,2498.7166321862087,1996.5001423529193,498.84239152387835,160.02399909762354,
2023-01-07 22:00:00,1.0,2500.8146325835087,2001.3480516089433,500.8168148157235,160.05477545797572,
2023-01-07 23:00:00,1.0,2523.3973227497045,1988.4656301476437,503.1197321692788,159.33654428758732,
2023-01-08 00:00:00,1.0,2504.6419148991163,1998.2216641514497,498.06186694474883,159.8955149410044,
2023-01-08 01:00:00,1.0,2480.1047981403603,1997.0338951976796,503.24652285594584,160.06089587700598,
2023-01-08 02:00:00,1.0,2483.9056800444296,1994.468069171579,496.83041372622495,158.785205452235,
2023-01-08 03:00:00,1.0,2495.844058877188,2002.0817884860248,498.9977310500562,159.85162782479233,
2023-01-08 04:00:00,1.0,2494.38917346259,2000.997223215375,496.99539237895345,159.40406224965935,
2023-01-08 05:00:00,1.0,2511.7749321669285,1992.4377698634314,492.22614297583965,160.18992070382117,
2023-01-08 06:00:00,1.0,2530.4016516013767,1990.5030363105438,500.3752969914793,159.62829392410444,
2023-01-08 07:00:00,1.0,2548.0939577949175,2002.1813278202335,503.0637570441214,159.79487482860065,
2023-01-08 08:00:00,1.0,2516.5600742343727,1992.8041828567452,499.0495317921355,160.1073866174402,
2023-01-08 09:00:00,1.0,2485.6239988714933,2009.2305896726252,503.78856857045577,160.18987550947335,
2023-01-08 10:00:00,1.0,2493.631083248635,1988.7092293836718,502.5240005761894,159.52561094695434,
2023-01-08 11:00:00,1.0,2493.025119046601,2002.400886120233,499.15534908310815,160.88963711436716,
2023-01-08 12:00:00,1.0,2505.1921715853987,1992.0320545033685,498.3111658583426,160.6140293884193,
2023-01-08 13:00:00,1.0,2488.2656131782646,1993.188439003467,496.65190700895664,160.49144043411383,
2023-01-08 14:00:00,1.0,2488.800953807742,1993.5962228330677,502.5622676124057,159.5479876523182,
2023-01-08 15:00:00,1.0,2506.3018397785418,2002.0192124469634,,159.63046296965032,
2023-01-08 16:00:00,1.0,2504.6930484715263,1993.2814733712576,500.86319919181517,159.7359871555347,
2023-01-08 17:00:00,1.0,2508.7242972591257,1996.4907185328816,498.74160269385925,159.26401116216698,
2023-01-08 18:00:00,1.0,2492.1733396216905,1994.6549150473431,498.00646719991,159.02005408276582,
2023-01-08 19:00:00,1.0,2496.2730731431984,1998.8074210652424,500.83381776834426,159.73651270316745,
2023-01-08 20:00:00,1.0,2486.3043718000886,1998.1485632476902,500.3902321766521,160.2743103908878,
2023-01-08 21:00:00,1.0,2494.5952652416013,2001.3094812252875,500.28683730727937,160.08472274191945,
2023-01-08 22:00:00,1.0,2495.1071696123786,1998.4973915085568,498.7516929172132,159.69144730007946,
2023-01-08 23:00:00,1.0,2492.2156199855917,1998.1351814277289,502.1448483574063,159.41245577266832,LiquidLoading
2023-01-09 00:00:00,1.0,2504.2321591713057,1994.2967809055556,506.929441353537,159.79738407378272,LiquidLoading
2023-01-09 01:00:00,1.0,2495.8532969828498,2003.4300446669904,496.6437851425737,159.00721361995468,LiquidLoading
2023-01-09 02:00:00,1.0,2486.790195699318,1998.4995160562016,490.8274278582267,158.7558440104321,LiquidLoading
2023-01-09 03:00:00,1.0,2485.4541716755784,2003.33056511615,486.7621290300589,159.5528900668081,LiquidLoading
2023-01-09 04:00:00,1.0,2490.8360027939043,1999.2555606025396,483.81756697453284,158.82437435935387,LiquidLoading
2023-01-09 05:00:00,1.0,2502.718123427718,2004.838020554116,486.0114290620539,160.23595977329876,LiquidLoading
2023-01-09 06:00:00,1.0,2496.127011339591,2002.3223663616543,483.24996282029383,161.01091909185203,LiquidLoading
2023-01-09 07:00:00,1.0,2482.70272642356,2007.019767433897,476.0545000731791,159.19591939686643,LiquidLoading
2023-01-09 08:00:00,1.0,2510.3023390888634,2001.3461166868349,477.20224531098495,159.7205778499389,LiquidLoading
2023-01-09 09:00:00,1.0,2488.560577755775,2001.1119692577174,474.82565846350224,159.51972985752045,LiquidLoading
2023-01-09 10:00:00,1.0,2498.900114340119,2002.0567307519625,469.5489727088426,158.9526007254756,LiquidLoading
2023-01-09 11:00:00,1.0,2490.8483216910827,2004.9843198597807,471.6599650073896,160.17242140274357,LiquidLoading
2023-01-09 12:00:00,1.0,2508.164505027033,2006.7096077184344,471.0571784828852,160.37018371925308,LiquidLoading
2023-01-09 13:00:00,1.0,2495.8463563823575,2014.2229287352197,465.5358936293423,159.70671675884546,LiquidLoading
2023-01-09 14:00:00,1.0,2505.2052916433972,2009.6354276787506,462.92532906824755,160.03491651931384,LiquidLoading
2023-01-09 15:00:00,1.0,2499.214539840194,2004.0370405054928,459.23206249455984,159.26206746509556,LiquidLoading
2023-01-09 16:00:00,1.0,2495.354945352646,2000.317378609296,460.0292884652187,159.6270744777729,LiquidLoading
2023-01-09 17:00:00,1.0,2494.9038973855063,2006.9153688614824,454.35318909119087,160.26329849440268,LiquidLoading
2023-01-09 18:00:00,1.0,2488.9658333217003,2003.9704007979558,455.0948928637584,159.36706157725447,LiquidLoading
2023-01-09 19:00:00,1.0,2494.8632979138774,2010.2936584137574,453.7966088598529,160.22107131685965,LiquidLoading
2023-01-09 20:00:00,1.0,2495.1869478662356,2009.2313305484795,447.3530957759305,160.36211102835256,LiquidLoading
2023-01-09 21:00:00,1.0,2494.229256216416,2008.3516331091412,448.2951524892821,160.0907351615399,LiquidLoading
2023-01-09 22:00:00,1.0,2502.4284495222764,,443.6363720733709,159.8957043222634,LiquidLoading
2023-01-09 23:00:00,1.0,2504.918799770612,2011.9686142147439,442.69861632263655,160.36727971958757,LiquidLoading
2023-01-10 00:00:00,1.0,2478.167030289086,2007.262977511765,439.13155553438963,159.88689243348057,LiquidLoading
2023-01-10 01:00:00,1.0,2495.149204428571,2017.040001868551,439.03753375350976,159.37171304895344,LiquidLoading
2023-01-10 02:00:00,1.0,2492.3038566877613,2011.2669979781617,439.4603072290388,160.27165448985224,LiquidLoading
2023-01-10 03:00:00,1.0,2487.0192566642077,2021.4600635136696,434.2454185033788,159.93357879837157,LiquidLoading
2023-01-10 04:00:00,1.0,2480.5751667127324,2007.613197381132,433.7174079470119,160.57743889435915,LiquidLoading
2023-01-10 05:00:00,1.0,2487.183023438787,2018.0583038115115,433.23199841022154,160.50768347959115,LiquidLoading
2023-01-10 06:00:00,1.0,2495.3510599232386,2020.7307598872844,427.33678480528977,159.9835393582744,LiquidLoading
2023-01-10 07:00:00,1.0,2502.462574988361,2000.0555672221756,422.699598293074,159.50644962978384,LiquidLoading
2023-01-10 08:00:00,1.0,2501.15502028861,2017.5675188907203,427.9730770467627,159.95352971302205,LiquidLoading
2023-01-10 09:00:00,1.0,2492.992102960961,2013.3679351493906,421.59158334473466,159.82085655644292,LiquidLoading
2023-01-10 10:00:00,1.0,2497.586942842462,2017.6403789332046,419.62763006633077,159.51800872336736,LiquidLoading
2023-01-10 11:00:00,1.0,,2022.5114388198294,414.3040876292595,160.17089302373802,LiquidLoading
2023-01-10 12:00:00,1.0,2495.28591490531,2014.0512660089162,416.0599586374793,159.37566232511455,LiquidLoading
2023-01-10 13:00:00,1.0,2496.542128586368,2003.8407741481608,411.649311737898,159.78282190309815,LiquidLoading
2023-01-10 14:00:00,1.0,2487.9433250379925,2013.84256852813,412.90006959327167,160.0333048298299,LiquidLoading
2023-01-10 15:00:00,1.0,,2007.887847865909,408.1035761324133,158.93882359571572,LiquidLoading
2023-01-10 16:00:00,1.0,2484.0567581258633,2016.5161894540295,404.50810052512924,159.50316085723335,LiquidLoading
2023-01-10 17:00:00,1.0,2471.538316354595,2017.9598749774789,402.4293053992476,159.23722432267638,LiquidLoading
2023-01-10 18:00:00,1.0,2495.74806572494,2023.1075125368777,400.7649807596142,159.78099086869778,LiquidLoading
2023-01-10 19:00:00,1.0,2477.1422376452215,2025.4309784338125,400.20711842019074,160.1843278490566,LiquidLoading
2023-01-10 20:00:00,1.0,2497.6773374465733,2012.8223358942769,395.34780551855783,159.7998155745611,LiquidLoading
2023-01-10 21:00:00,1.0,2507.613397380452,2028.8449806004846,395.5511302632349,160.38643624157936,LiquidLoading
2023-01-10 22:00:00,1.0,2493.1858609635487,2005.2136625208168,501.51113737450265,160.00719079729282,
2023-01-10 23:00:00,1.0,2483.27255014694,1997.6062617305065,496.789709785889,160.02428456902197,
2023-01-11 00:00:00,1.0,2493.045363350856,1993.3347050706159,503.67703428157625,160.95367807100354,
2023-01-11 01:00:00,1.0,2488.1576978196085,1991.8154098787381,497.2374804822878,160.07750518641325,
2023-01-11 02:00:00,1.0,2510.096763775658,1990.982185890643,502.5286718717923,160.33268087779095,
2023-01-11 03:00:00,1.0,2498.5223348928675,,499.775874448604,160.05774881166352,
2023-01-11 04:00:00,1.0,2497.872230739072,2001.007540167671,500.08736325026126,159.4163196361482,
2023-01-11 05:00:00,1.0,2490.2375713429146,2000.917877147648,501.8187178854724,160.37804740034306,
2023-01-11 06:00:00,1.0,2514.404615398459,1994.5880298333655,504.14447107157406,158.81347602087538,
2023-01-11 07:00:00,1.0,2502.6626666296547,2003.5373052321568,501.1250895974394,159.2846242602352,
2023-01-11 08:00:00,1.0,2488.8977656467296,1991.6255195747947,502.0464174590351,160.00303176054197,
2023-01-11 09:00:00,1.0,2500.9470793130563,2001.2335449727357,501.4552937730649,159.99454037553403,
2023-01-11 10:00:00,1.0,2481.707442462588,1998.3794717003639,498.39731852680507,159.61976941830443,
2023-01-11 11:00:00,1.0,2484.8404433702635,1996.0087964861516,501.2705484901156,159.55646108651172,
2023-01-11 12:00:00,,2497.35560483597,1994.6518222344907,500.30271703823615,159.90115811084235,
2023-01-11 13:00:00,1.0,2508.7118705730986,2004.697927188036,498.11800441830195,160.2898128573569,
2023-01-11 14:00:00,1.0,2488.323966964743,1999.7848006248119,498.5401654138038,160.2623715255119,
2023-01-11 15:00:00,1.0,2492.3822801050633,2005.013081715139,500.397606613984,160.43694388416773,
2023-01-11 16:00:00,1.0,2488.800252122053,2001.394460759257,498.74568503835263,160.16423776405443,
2023-01-11 17:00:00,1.0,2504.451867547536,1996.7308671667936,496.396496382205,159.78679440463915,
2023-01-11 18:00:00,1.0,2499.7395467202855,2007.5594194271137,505.3112658961677,159.52536736116943,
2023-01-11 19:00:00,1.0,2499.4273746232616,1990.7779939288728,492.7138207841541,159.63904837911883,
2023-01-11 20:00:00,1.0,2515.4725354901875,1995.6735174814544,499.83053063637965,160.21353699271677,
2023-01-11 21:00:00,1.0,2521.503697188916,1996.998846058668,503.74439208730325,160.02512995668036,
2023-01-11 22:00:00,1.0,2506.4408268221546,2006.2269231401885,502.1987586142735,159.81524857780877,
2023-01-11 23:00:00,1.0,2499.4037266395717,2011.5927802214885,496.10858461748757,159.94028513728298,
2023-01-12 00:00:00,1.0,2491.982215895978,2001.8654323747774,502.0324123246031,160.5063681373729,
2023-01-12 01:00:00,1.0,2502.3146113279595,1998.8434687510212,500.57848157989486,159.70866941224247,TubingBlockage
2023-01-12 02:00:00,1.0,2501.8954842150524,2007.4649385592218,489.66464831277665,159.18832967898496,TubingBlockage
